uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 d8,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ds4,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 d8,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ds4,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 d8,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ds4,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,uMyo4,uM4 d1,uM4 d2,uM4 d3,uM4 d4,uM4 d5,uM4 d6,uM4 d7,uM4 d8,uM4 ds1,uM4 ds2,uM4 ds3,uM4 ds4,uM4 ax,uM4 ay,uM4 az,uM4 dev_yaw,uM4 dev_pitch,uM4 dev_roll,uM4 Timestamp
1,31516,30548,30540,30064,30936,-119,-252,16772,-1,0,0,0.012618541717529297,0,12254,12254,12312,12252,12290,12276,12290,12297,32689,32,61,86,1497,-16644,1056,0,0,0,0.012618541717529297
1,31504,30532,30480,30116,31068,-119,-252,16772,-1,0,0,0.026192903518676758,0,12233,12280,12294,12264,12252,12247,12254,12285,32573,52,66,65,1497,-16644,1056,0,0,0,0.026192903518676758
1,31520,30536,30544,30024,30948,-119,-252,16772,-1,0,0,0.04415321350097656,0,12293,12295,12288,12230,12328,12293,12253,12256,32699,23,129,75,1497,-16644,1056,0,0,0,0.04415321350097656
1,31500,30556,30520,30056,31004,-119,-252,16772,-1,0,0,0.057982683181762695,0,12290,12287,12247,12236,12269,12271,12274,12264,32602,63,69,21,1497,-16644,1056,0,0,0,0.057982683181762695
1,31460,30560,30464,30100,31004,-119,-252,16772,-1,0,0,0.07644796371459961,0,12266,12270,12235,12287,12256,12283,12290,12271,32622,53,5,64,1497,-16644,1056,0,0,0,0.07644796371459961
1,31508,30500,30500,30080,30976,-119,-252,16772,-1,0,0,0.10402417182922363,0,12227,12278,12276,12271,12271,12258,12261,12258,32563,54,39,49,1497,-16644,1056,0,0,0,0.10402417182922363
1,31508,30540,30460,30056,30932,-119,-252,16772,-1,0,0,0.14279437065124512,0,12277,12289,12226,12204,12292,12273,12254,12251,32530,58,139,59,1497,-16644,1056,0,0,0,0.14279437065124512
1,31516,30500,30500,30080,30968,-119,-252,16772,-1,0,0,0.1803903579711914,0,12266,12224,12224,12291,12277,12271,12284,12265,32566,97,70,60,1497,-16644,1056,0,0,0,0.1803903579711914
1,31492,30524,30456,30064,31004,-119,-252,16772,-1,0,0,0.22232651710510254,0,12270,12262,12202,12197,12231,12241,12243,12254,32364,115,76,22,1497,-16644,1056,0,0,0,0.22232651710510254
1,31540,30544,30528,30100,31000,-119,-252,16772,-1,0,0,0.26285409927368164,0,12303,12230,12261,12265,12253,12263,12252,12263,32554,28,55,80,1497,-16644,1056,0,0,0,0.26285409927368164
