uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 ds0,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 ds0,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 ds0,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,uMyo4,uM4 d1,uM4 d2,uM4 d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31524,30672,30044,30048,31060,2550,13594,-2263,-2477,0,-745,1709863200.3521445,0,17636,17632,17549,17523,17595,17673,17715,17677,9928,327,110,47,-5635,-12830,7118,0,0,0,1709863200.3678417,1,17899,17846,17772,17791,17819,17836,17889,17927,11707,275,67,36,1157,-15236,5602,0,0,0,1709863200.3678417,2,12402,12417,12411,12374,12310,12230,12197,12242,33047,458,108,54,-126,16414,-2206,0,0,0,1709863200.3678417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31536,30656,27828,30136,31068,1400,15785,-2672,-2465,0,-728,1709863200.4604135,0,18163,18248,18236,18257,18342,18391,18375,18276,15216,367,149,94,-5813,-14376,7215,0,0,0,1709863200.477003,1,17626,17638,17637,17601,17576,17588,17595,17597,9786,115,41,17,1318,-16351,5783,0,0,0,1709863200.477003,2,12519,12529,12507,12488,12465,12445,12444,12445,34306,173,52,36,-3199,17190,-659,0,0,0,1709863200.477003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31640,30612,27508,30264,31104,2211,16066,-3395,-2471,0,-728,1709863200.5689697,0,18603,18589,18580,18579,18599,18631,18633,18619,17761,111,24,7,-5046,-14357,7915,0,0,0,1709863200.5841753,1,17809,17802,17797,17784,17773,17733,17724,17782,11132,148,68,25,2351,-15939,4745,0,0,0,1709863200.5841753,2,12525,12534,12510,12526,12524,12529,12541,12534,34686,34,3,30,-3192,16791,-1222,0,0,0,1709863200.5841753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31564,30572,30448,30056,31040,2161,15906,-2768,-2478,0,-731,1709863200.6734512,0,18315,18415,18489,18547,18541,18435,18332,18252,16254,569,61,37,-6609,-14153,6178,0,0,0,1709863200.695594,1,17917,17885,17827,17828,17870,17942,17980,17978,12155,319,29,19,39,-15412,5908,0,0,0,1709863200.695594,2,12449,12443,12461,12448,12429,12413,12401,12406,33914,111,16,29,-1679,16552,-129,0,0,0,1709863200.695594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31652,30564,30772,27640,31076,2903,16640,-4788,-2512,0,-767,1709863200.7921178,0,17884,17874,17890,17864,17846,17867,17878,17850,11881,42,46,43,-4944,-14787,4992,0,0,0,1709863200.8107564,1,18095,18028,18013,18076,18115,18124,18140,18155,13674,252,97,8,1126,-15570,5147,0,0,0,1709863200.8107564,2,12423,12430,12413,12419,12415,12400,12360,12373,33697,106,75,19,-4420,15693,1381,0,0,0,1709863200.8107564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31596,30560,30696,27224,30944,4150,15631,-5059,-2541,0,-791,1709863200.9092383,0,17467,17546,17630,17627,17563,17518,17508,17571,9358,215,172,98,-5691,-14265,5958,0,0,0,1709863200.9243987,1,18382,18416,18416,18396,18397,18399,18370,18373,16077,76,46,20,894,-15653,5160,0,0,0,1709863200.9243987,2,12494,12491,12481,12486,12494,12505,12497,12492,34403,30,20,5,-2200,16513,-838,0,0,0,1709863200.9243987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31600,30572,30664,28304,30544,2722,15783,-3649,-2557,0,-799,1709863201.0168936,0,17528,17545,17577,17581,17617,17632,17642,17657,9707,204,95,95,-5939,-14207,5863,0,0,0,1709863201.0326858,1,18529,18464,18414,18416,18448,18487,18534,18559,16779,289,37,4,972,-15618,5476,0,0,0,1709863201.0326858,2,12539,12558,12545,12563,12557,12547,12553,12548,34874,23,6,30,-3467,16025,179,0,0,0,1709863201.0326858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31620,30652,30676,29328,30532,1274,16766,-1313,-2538,0,-777,1709863201.120056,0,18038,18045,18022,18022,18053,18098,18072,18044,13322,109,77,7,-5945,-14103,5901,0,0,0,1709863201.136325,1,18337,18316,18311,18277,18267,18271,18271,18263,15241,122,51,48,1145,-15491,5493,0,0,0,1709863201.136325,2,12513,12521,12509,12509,12512,12519,12517,12510,34574,7,21,8,-3451,16151,-70,0,0,0,1709863201.136325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31596,30560,30548,29820,31160,-1145,20164,-877,-2517,0,-753,1709863201.2337034,0,18283,18328,18392,18421,18424,18406,18398,18400,15980,216,120,78,-6040,-14156,6312,0,0,0,1709863201.250068,1,17977,18036,18048,18045,18037,17980,17901,17867,12819,345,122,32,912,-15956,5467,0,0,0,1709863201.250068,2,12483,12457,12381,12338,12328,12328,12361,12385,33525,290,92,48,-2412,16957,-490,0,0,0,1709863201.250068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31560,30560,30796,27712,31036,153,17266,-3732,-2540,0,-772,1709863201.3505604,0,18399,18405,18404,18415,18439,18451,18478,18458,16377,143,47,39,-6889,-14460,5904,0,0,0,1709863201.3670847,1,17520,17608,17639,17614,17583,17556,17529,17511,9488,240,75,26,486,-15782,6029,0,0,0,1709863201.3670847,2,12386,12391,12375,12398,12404,12416,12420,12411,33665,76,5,20,-3378,16218,27,0,0,0,1709863201.3670847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31564,30556,30820,29256,30976,1570,16485,-2946,-2561,0,-784,1709863201.458852,0,18144,18205,18200,18185,18241,18304,18333,18278,14818,287,154,92,-6242,-14357,5296,0,0,0,1709863201.4741867,1,17612,17563,17491,17522,17552,17570,17626,17681,9545,302,84,50,-61,-15525,6027,0,0,0,1709863201.4741867,2,12452,12423,12395,12426,12445,12446,12417,12372,33839,47,110,75,-3050,15835,-203,0,0,0,1709863201.4741867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31544,30616,30740,26240,30996,3161,15142,-4439,-2548,0,-764,1709863201.5689504,0,18008,18050,18074,17992,17862,17710,17635,17650,11909,932,199,153,-6577,-13965,4734,0,0,0,1709863201.5835247,1,17675,17708,17739,17834,17905,17941,17987,18100,11817,635,320,274,-868,-14258,5989,0,0,0,1709863201.5835247,2,12393,12418,12434,12419,12407,12368,12321,12318,33542,225,66,22,-3331,15083,1018,0,0,0,1709863201.5835247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31608,30736,27188,27176,30980,2189,15447,-4173,-2512,0,-725,1709863201.6818655,0,17549,17412,17401,17494,17517,17486,17440,17411,8638,85,225,150,-6254,-13685,6173,0,0,0,1709863201.7029994,1,18320,18345,18378,18349,18276,18243,18217,18216,15272,327,23,66,4138,-15432,6249,0,0,0,1709863201.7029994,2,12511,12548,12568,12577,12561,12575,12571,12531,34906,102,68,16,-2065,16526,581,0,0,0,1709863201.7029994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31616,30596,29160,28908,31000,1708,16318,-1615,-2476,0,-679,1709863201.8026612,0,17629,17612,17642,17668,17663,17628,17619,17638,10027,74,72,13,-6238,-14405,6473,0,0,0,1709863201.818844,1,18600,18564,18560,18565,18536,18510,18513,18511,17287,138,63,70,140,-16390,5298,0,0,0,1709863201.818844,2,12054,12225,12439,12527,12459,12262,12096,12105,32631,954,146,107,-1707,16360,-166,0,0,0,1709863201.818844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31612,29792,30584,29560,31048,4051,16159,-3693,-2460,0,-657,1709863201.9133105,0,18363,18393,18433,18470,18509,18643,18504,18377,16620,429,199,104,-5386,-14517,6675,0,0,0,1709863201.928813,1,18677,18778,18831,18811,18753,18718,18580,18412,18488,656,273,179,511,-15955,5149,0,0,0,1709863201.928813,2,12692,12199,12118,12182,12113,12207,12299,12474,32748,873,461,379,-3276,16230,831,0,0,0,1709863201.928813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31724,26476,30668,29612,31056,2735,16069,-4092,-2423,0,-621,1709863202.0291271,0,18457,18470,18452,18386,18287,18250,18307,18347,15884,443,19,56,-6221,-14156,5145,0,0,0,1709863202.0442939,1,17845,17845,17872,17868,17840,17798,17797,17875,11668,111,101,57,832,-15317,5193,0,0,0,1709863202.0442939,2,12662,12532,12365,12280,12254,12311,12411,12525,33804,740,145,83,-2711,15616,283,0,0,0,1709863202.0442939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31672,27824,30800,29772,31068,3400,16247,-4170,-2423,0,-617,1709863202.1314342,0,18550,18591,18593,18572,18508,18427,18397,18335,16901,479,130,128,-5830,-14645,5124,0,0,0,1709863202.1469169,1,17501,17496,17521,17550,17585,17617,17640,17613,9451,278,90,44,588,-15377,5555,0,0,0,1709863202.1469169,2,12494,12501,12513,12519,12523,12541,12521,12490,34565,79,37,19,-4177,15837,1480,0,0,0,1709863202.1469169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31164,29988,30636,29812,31108,3296,16281,-2650,-2395,0,-591,1709863202.2390702,0,17827,17911,18007,17995,17934,17841,17798,17792,12033,449,56,20,-2634,-14419,5469,0,0,0,1709863202.2543929,1,17603,17794,17733,17600,17340,17179,17304,17442,8923,1138,116,132,1484,-14985,6170,0,0,0,1709863202.2543929,2,12332,12543,12603,12558,12490,12434,12451,12665,34540,153,338,345,-5283,15746,-374,0,0,0,1709863202.2543929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29672,29736,30712,29960,31060,2542,16559,-2229,-2387,0,-579,1709863202.345816,0,17588,17543,17497,17490,17469,17442,17459,17499,8915,222,101,49,-6648,-14360,5815,0,0,0,1709863202.3610988,1,17454,17566,17695,17717,17710,17741,17787,17817,10415,421,390,227,-550,-15820,5286,0,0,0,1709863202.3610988,2,12475,12360,12324,12334,12368,12391,12403,12420,33538,217,116,68,-1478,16506,167,0,0,0,1709863202.3610988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31228,30320,30572,29900,31084,1318,14847,-533,-2412,0,-601,1709863202.4473307,0,17699,17672,17620,17622,17686,17768,17764,17661,10420,241,157,72,-4432,-14694,6234,0,0,0,1709863202.4623444,1,18260,18300,18312,18301,18269,18314,18442,18562,15688,364,335,194,2002,-15920,5012,0,0,0,1709863202.4623444,2,12586,12691,12627,12491,12416,12530,12740,12617,35161,383,382,141,-3150,16063,91,0,0,0,1709863202.4623444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31660,28308,30684,29860,31084,3081,16783,-4322,-2421,0,-616,1709863202.5545437,0,17732,17697,17687,17753,17878,17947,17904,17701,11227,506,190,102,-2988,-14946,4657,0,0,0,1709863202.571337,1,18750,18696,18674,18642,18548,18455,18306,18259,17258,815,404,311,2544,-14417,4390,0,0,0,1709863202.571337,2,13044,12835,12290,12426,12553,12551,12536,12561,35260,799,868,401,-4834,13690,-574,0,0,0,1709863202.571337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31816,27092,30788,29860,31056,4737,16355,-5667,-2433,0,-622,1709863202.6678264,0,18329,18301,18255,18258,18296,18333,18348,18353,15401,198,31,11,-7005,-14801,6030,0,0,0,1709863202.6842194,1,18498,18522,18561,18556,18549,18535,18508,18498,17155,132,22,21,1043,-16721,5143,0,0,0,1709863202.6842194,2,12650,12658,12640,12636,12618,12619,12605,12613,35503,89,36,22,-1925,16954,-634,0,0,0,1709863202.6842194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31584,30168,30540,30028,31020,4495,13103,-3397,-2445,0,-628,1709863202.7833326,0,18558,18416,18348,18441,18499,18501,18490,18536,16717,277,227,53,-4984,-13785,6409,0,0,0,1709863202.8004496,1,18054,18093,18144,18178,18202,18232,18261,18253,14345,330,182,108,-824,-14861,4802,0,0,0,1709863202.8004496,2,12521,12494,12453,12444,12428,12383,12335,12389,33911,270,166,53,-5243,15526,912,0,0,0,1709863202.8004496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31576,30596,29372,30220,30996,1460,15735,-2458,-2443,0,-625,1709863202.8969054,0,18123,18117,18088,18065,18075,18080,18102,18115,13693,111,18,14,-7410,-14158,7104,0,0,0,1709863202.9117942,1,17692,17686,17703,17697,17662,17622,17608,17545,10143,249,78,108,1173,-16321,5020,0,0,0,1709863202.9117942,2,12374,12381,12390,12392,12358,12336,12348,12360,33403,99,35,14,526,17374,-1102,0,0,0,1709863202.9117942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31584,30740,28700,30288,31076,5401,13711,-4093,-2457,0,-629,1709863203.0103045,0,17838,17872,17875,17825,17781,17766,17780,17773,11438,227,53,25,-7387,-14002,5040,0,0,0,1709863203.0277963,1,17314,17322,17354,17376,17384,17396,17399,17399,7872,155,79,41,1522,-15778,5143,0,0,0,1709863203.0277963,2,12261,12277,12282,12298,12291,12274,12269,12259,32675,69,6,17,-2539,16061,-59,0,0,0,1709863203.0277963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31592,30656,29792,30176,31056,4210,15438,-2111,-2455,0,-624,1709863203.120416,0,17777,17705,17609,17511,17405,17400,17535,17682,9552,728,95,41,-3789,-14422,6390,0,0,0,1709863203.1377084,1,17709,17788,17820,17859,17807,17657,17568,17492,10628,659,158,121,1412,-15981,4722,0,0,0,1709863203.1377084,2,12373,12368,12349,12341,12304,12246,12274,12371,33090,225,111,39,-3530,16614,-693,0,0,0,1709863203.1377084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31576,30668,30644,27880,31040,4700,16119,-5670,-2475,0,-646,1709863203.2290504,0,18001,18012,17978,17915,17904,17955,17978,18046,12717,235,51,63,-6336,-14288,5213,0,0,0,1709863203.2442603,1,18077,18078,18057,18051,18044,18058,18106,18122,13521,129,55,33,429,-15558,5806,0,0,0,1709863203.2442603,2,12597,12573,12567,12584,12586,12590,12580,12559,35100,20,41,44,-2826,15818,-47,0,0,0,1709863203.2442603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31564,30640,30684,27544,31012,3132,15191,-2820,-2503,0,-662,1709863203.340203,0,18463,18516,18496,18455,18422,18318,18201,18169,15968,637,281,113,-4486,-13743,6074,0,0,0,1709863203.3567963,1,18565,18662,18722,18710,18671,18682,18677,18663,18280,166,165,64,856,-14742,5229,0,0,0,1709863203.3567963,2,12693,12706,12694,12666,12704,12734,12734,12746,36141,119,41,60,-3951,15525,138,0,0,0,1709863203.3567963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31532,30640,30720,27468,30564,2884,15295,655,-2515,0,-664,1709863203.4479244,0,18168,18178,18173,18187,18246,18367,18450,18433,15130,585,222,122,-6525,-14379,6821,0,0,0,1709863203.462541,1,18574,18562,18546,18476,18440,18480,18520,18581,17107,266,54,42,1999,-16104,5333,0,0,0,1709863203.462541,2,12668,12669,12637,12626,12610,12628,12629,12624,35555,93,48,37,-2242,16498,-1175,0,0,0,1709863203.462541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31604,30680,30720,28848,29648,5564,15176,-2888,-2533,0,-676,1709863203.554534,0,17996,18002,18003,18011,17985,17980,17966,17958,12829,90,17,36,-6175,-14239,6043,0,0,0,1709863203.5713437,1,18242,18235,18218,18222,18198,18173,18163,18153,14532,152,67,61,689,-15552,5460,0,0,0,1709863203.5713437,2,12420,12421,12428,12445,12436,12430,12439,12437,33920,30,32,11,-2685,16027,-700,0,0,0,1709863203.5713437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31544,30628,30588,29648,30900,1607,15648,-955,-2515,0,-655,1709863203.6601412,0,17497,17501,17554,17595,17592,17506,17478,17482,9133,234,90,11,-4720,-14210,6330,0,0,0,1709863203.6783402,1,17784,17779,17791,17724,17682,17633,17582,17622,10525,406,114,78,1847,-15617,5272,0,0,0,1709863203.6783402,2,12310,12314,12319,12325,12323,12306,12277,12304,32941,66,38,21,-3047,17110,-359,0,0,0,1709863203.6783402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31512,30616,30604,29648,30840,1921,16324,-5844,-2512,0,-655,1709863203.7743611,0,17506,17448,17394,17347,17321,17353,17446,17562,8305,426,108,47,-5937,-14248,4708,0,0,0,1709863203.791757,1,17433,17410,17428,17469,17472,17439,17457,17474,8510,77,96,22,937,-15260,5410,0,0,0,1709863203.791757,2,12354,12353,12317,12314,12302,12323,12308,12271,33006,74,96,74,-3017,15850,-579,0,0,0,1709863203.791757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31576,30660,30692,29532,29904,2219,15999,-1744,-2530,0,-668,1709863204,0,17967,17990,18057,18172,18271,18342,18370,18316,14413,802,245,161,-5367,-14026,5779,0,0,0,1709863203.9025872,1,17701,17698,17696,17712,17706,17705,17699,17699,10544,19,14,11,1004,-15691,5209,0,0,0,1709863203.9025872,2,12511,12504,12506,12522,12532,12553,12552,12562,34705,112,30,22,-3270,16621,-377,0,0,0,1709863203.9025872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31552,30628,30548,29804,31040,3520,15204,-1643,-2526,0,-665,1709863203.9945223,0,18871,18862,18792,18738,18652,18618,18603,18632,18696,539,168,134,-5421,-14441,5975,0,0,0,1709863204.0100915,1,18126,18027,18014,18052,18090,18044,17988,18017,13286,38,214,73,855,-15684,4986,0,0,0,1709863204.0100915,2,12664,12686,12678,12640,12593,12578,12587,12601,35490,228,24,25,-3577,16339,-214,0,0,0,1709863204.0100915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31540,30612,30616,27460,31008,2764,16483,-2530,-2534,0,-675,1709863204.1006227,0,18508,18497,18492,18528,18597,18622,18578,18437,17187,265,157,88,-6241,-13962,6183,0,0,0,1709863204.1159856,1,18319,18373,18437,18507,18492,18417,18396,18360,16229,328,80,49,1403,-15664,5305,0,0,0,1709863204.1159856,2,12608,12605,12579,12553,12525,12537,12498,12522,34890,186,87,57,-2759,16458,-903,0,0,0,1709863204.1159856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31512,30524,30744,26352,30944,3900,16859,-4307,-2551,0,-687,1709863204.2101216,0,18135,18146,18134,18143,18155,18151,18149,18134,14075,32,21,20,-6285,-14463,6180,0,0,0,1709863204.2272933,1,18384,18384,18373,18372,18363,18357,18361,18362,15884,50,14,16,687,-15786,5160,0,0,0,1709863204.2272933,2,12579,12572,12553,12556,12551,12566,12587,12598,35026,85,18,10,-3276,16404,536,0,0,0,1709863204.2272933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31560,30524,30544,29780,31128,3918,14827,-1419,-2541,0,-665,1709863204.3315036,0,17632,17581,17561,17586,17631,17691,17718,17727,10055,335,44,29,-6201,-14286,6218,0,0,0,1709863204.3481486,1,18181,18186,18187,18179,18139,18125,18128,18133,14186,144,5,35,1222,-15451,5272,0,0,0,1709863204.3481486,2,12355,12358,12372,12390,12367,12365,12348,12322,33341,93,11,45,-2426,15797,-520,0,0,0,1709863204.3481486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31548,30644,30788,25644,31012,3545,16524,-4596,-2554,0,-684,1709863204.4437006,0,17503,17537,17514,17504,17493,17489,17485,17499,8952,77,23,22,-6642,-14461,5628,0,0,0,1709863204.462308,1,17667,17670,17707,17705,17702,17671,17698,17738,10486,19,108,66,8,-15622,5374,0,0,0,1709863204.462308,2,12242,12250,12277,12302,12328,12352,12346,12351,32912,214,73,61,-2928,15910,210,0,0,0,1709863204.462308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31564,30652,30672,28936,31068,2870,17516,-3845,-2530,0,-650,1709863204.5544217,0,18136,18156,18159,18166,18171,18174,18172,18137,14199,68,36,20,-6414,-14412,6771,0,0,0,1709863204.5703306,1,17773,17834,17842,17823,17837,17823,17810,17826,11496,65,42,78,789,-15957,5201,0,0,0,1709863204.5703306,2,12542,12523,12506,12522,12545,12549,12543,12535,34729,65,40,11,-2123,16183,-861,0,0,0,1709863204.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31524,30548,30432,30000,31012,3251,14502,-1522,-2514,0,-629,1709863204.6642506,0,18407,18532,18850,19119,19056,18820,18684,18607,19003,1257,380,83,-6432,-14131,5723,0,0,0,1709863204.681835,1,17870,17864,17850,17871,17853,17860,17858,17852,11806,10,15,36,1332,-15706,5502,0,0,0,1709863204.681835,2,12540,12527,12485,12518,12505,12461,12475,12515,34489,98,96,39,-2333,15866,-111,0,0,0,1709863204.681835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31584,30768,26892,30064,31012,3286,15720,-4166,-2503,0,-623,1709863204.791595,0,18523,18524,18511,18489,18438,18419,18430,18422,16684,231,37,70,-6316,-14038,4902,0,0,0,1709863204.8070607,1,17985,18009,18029,18049,18089,18100,18107,18101,13397,222,74,79,-210,-15600,5300,0,0,0,1709863204.8070607,2,12457,12465,12488,12537,12554,12538,12524,12546,34573,170,80,56,-2470,16490,-390,0,0,0,1709863204.8070607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
