uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 ds0,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 ds0,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 ds0,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,uMyo4,uM4 d1,uM4 d2,uM4 d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31512,30568,30532,30028,31072,5169,16052,-3984,-2503,0,-620,1709863204.9032505,0,18023,18018,17980,18013,18053,18026,17942,17915,12898,146,192,51,-5541,-13994,5602,0,0,0,1709863204.9211285,1,18236,18237,18234,18224,18200,18193,18199,18192,14643,99,14,33,694,-15112,5160,0,0,0,1709863204.9211285,2,12499,12492,12503,12532,12557,12546,12523,12503,34618,122,30,2,-2778,15232,-372,0,0,0,1709863204.9211285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31532,30624,27260,30124,31056,2830,16295,-2203,-2473,0,-593,1709863205.0156887,0,17520,17544,17537,17513,17492,17503,17488,17479,9004,107,56,23,-5696,-14237,6996,0,0,0,1709863205.0316577,1,18108,18027,18015,18057,18085,18122,18172,18193,13707,324,101,8,2035,-15919,5621,0,0,0,1709863205.0316577,2,12453,12419,12429,12473,12469,12471,12479,12490,34146,106,74,8,-1843,16695,-175,0,0,0,1709863205.0316577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31580,30680,30336,29912,31056,413,18178,-1423,-2471,0,-585,1709863205.1224632,0,17419,17431,17455,17465,17472,17487,17475,17420,8552,127,51,22,-5286,-14837,7574,0,0,0,1709863205.1373692,1,18065,18085,18060,18073,18110,18149,18157,18120,13747,184,58,37,1536,-16666,5223,0,0,0,1709863205.1373692,2,12416,12382,12315,12293,12294,12308,12320,12397,33189,249,75,16,-3890,17445,-1137,0,0,0,1709863205.1373692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31588,30468,30600,30012,31024,3756,15329,-2593,-2461,0,-570,1709863205.2279894,0,17924,17989,17913,17876,17853,17767,17613,17564,11427,677,403,155,-6103,-14414,6374,0,0,0,1709863205.2438564,1,17837,17763,17730,17787,17919,18040,18048,17979,12031,664,43,25,52,-15662,4559,0,0,0,1709863205.2438564,2,12687,12985,12800,12274,12192,12307,12237,12036,33981,1454,994,202,-1500,16542,-2805,0,0,0,1709863205.2438564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31680,26484,30708,30072,31088,3681,16093,-3459,-2429,0,-547,1709863205.3369644,0,18082,18067,18041,18083,18161,18208,18205,18206,13981,362,14,70,-5994,-13990,6627,0,0,0,1709863205.3525026,1,17619,17687,17703,17698,17672,17652,17576,17571,10106,268,71,17,1264,-15856,4670,0,0,0,1709863205.3525026,2,11882,11935,12164,12372,12559,12656,12583,12504,33118,1496,418,319,-406,17070,-680,0,0,0,1709863205.3525026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,29888,30568,30044,30988,3842,17081,-1897,-2432,0,-545,1709863205.4404671,0,18746,18763,18740,18735,18761,18780,18754,18718,18925,41,90,16,-4773,-14342,6800,0,0,0,1709863205.4569254,1,17854,17867,17872,17865,17875,17874,17895,17890,11920,46,40,33,2464,-15836,4750,0,0,0,1709863205.4569254,2,12727,12743,12753,12773,12771,12733,12721,12713,36398,113,26,19,-4672,16697,-1217,0,0,0,1709863205.4569254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31532,30412,30556,30088,31060,2607,14286,654,-2422,0,-533,1709863205.5532265,0,18440,18364,18430,18371,18236,18164,18136,18225,15294,590,129,173,-5404,-13941,7221,0,0,0,1709863205.5700505,1,17996,18077,18107,18184,18126,17997,17911,17831,13157,597,119,126,2151,-15838,4253,0,0,0,1709863205.5700505,2,11953,11800,12064,12236,12410,12922,13326,13008,34182,2694,1152,223,-1143,17200,-315,0,0,0,1709863205.5700505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31728,26352,30752,30164,31068,3001,16960,-3040,-2393,0,-516,1709863205.6641712,0,17806,17831,17847,17851,17878,17913,17915,17885,11854,183,78,40,-4350,-14978,6514,0,0,0,1709863205.6810915,1,17877,17889,17925,17968,17977,17982,17999,17994,12539,216,114,53,555,-15937,4985,0,0,0,1709863205.6810915,2,12293,12511,12592,12623,12643,12654,12681,12617,35078,491,345,244,-3055,16637,-630,0,0,0,1709863205.6810915,3,,,,,,,,,,,,,,,,,0,0,1709863205.6810915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31600,29868,30644,30068,31024,3281,17642,-5966,-2404,0,-521,1709863205.7768483,0,17653,17678,17678,17664,17612,17586,17593,17633,10025,191,33,2,-4709,-13946,6023,0,0,0,1709863205.792416,1,18360,18436,18495,18497,18510,18495,18469,18437,16627,235,94,70,1379,-15485,5692,0,0,0,1709863205.792416,2,12662,12687,12698,12692,12679,12666,12668,12653,35869,78,26,13,-5248,16564,424,0,0,0,1709863205.792416,3,,,,,,,,,,,,,,,,,0,0,1709863205.792416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30936,30656,30580,30128,31096,6887,13631,-656,-2358,0,-478,1709863205.889277,0,17513,17426,17346,17260,17296,17396,17475,17548,8188,540,18,54,-4071,-13864,4403,0,0,0,1709863205.9035957,1,18639,18538,18406,18398,18385,18431,18448,18358,16531,307,272,252,469,-15151,4265,0,0,0,1709863205.9046235,2,12082,12127,12343,12558,12698,12777,12740,12774,34563,1367,524,376,-4745,14123,-537,0,0,0,1709863205.9046235,3,,,,,,,,,,,,,,,,,0,0,1709863205.9046235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29056,29956,30572,30184,31100,5486,17098,-4547,-2356,0,-480,1709863206.0025997,0,17989,18013,18026,18046,18088,18087,18064,18043,13284,176,17,46,-5187,-15237,5549,0,0,0,1709863206.0180557,1,18384,18389,18417,18420,18418,18410,18371,18353,16090,124,29,31,-116,-15315,5915,0,0,0,1709863206.0180557,2,12506,12509,12501,12509,12517,12515,12521,12519,34561,32,4,16,-6143,15753,1906,0,0,0,1709863206.0180557,3,,,,,,,,,,,,,,,,,0,0,1709863206.0180557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31568,30668,30548,30140,31080,4931,13895,-1810,-2405,0,-520,1709863206.1108127,0,18508,18466,18427,18409,18419,18418,18394,18371,16340,134,148,86,-5970,-14037,6550,0,0,0,1709863206.127088,1,18090,18111,18157,18254,18291,18191,18114,18093,14229,384,118,33,847,-15764,4688,0,0,0,1709863206.127088,2,12665,12642,12600,12598,12595,12577,12503,12471,35115,234,217,120,-323,15801,-457,0,0,0,1709863206.127088,3,,,,,,,,,,,,,,,,,0,0,1709863206.127088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29240,29652,30644,30160,31156,3090,16339,-2089,-2333,0,-475,1709863206.2149353,0,18426,18393,18473,18576,18613,18577,18595,18634,17215,402,241,109,-1010,-14549,6086,0,0,0,1709863206.2319353,1,17706,17742,17787,17891,17979,17861,17457,17330,10681,990,583,208,3323,-16234,4541,0,0,0,1709863206.2319353,2,12780,12874,12967,13018,12904,12605,12254,12226,36092,1544,519,248,-4913,17127,-682,0,0,0,1709863206.2319353,3,,,,,,,,,,,,,,,,,0,0,1709863206.2319353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30856,30292,30600,30076,31004,3086,16596,-3314,-2358,0,-496,1709863206.3306072,0,18067,18084,18102,18089,18106,18098,18079,18075,13628,63,19,29,-7075,-14425,6466,0,0,0,1709863206.3470054,1,17559,17545,17582,17586,17570,17547,17558,17560,9435,51,55,11,328,-15993,6056,0,0,0,1709863206.3470054,2,12407,12419,12435,12418,12341,12220,12171,12217,33092,550,142,69,-2985,16850,-623,0,0,0,1709863206.3470054,3,,,,,,,,,,,,,,,,,0,0,1709863206.3470054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31608,30456,30420,29940,31008,4643,11486,-688,-2363,0,-509,1709863206.4406838,0,17712,17767,17987,18205,18155,18035,17863,17806,12458,939,209,42,-4367,-13590,5458,0,0,0,1709863206.456492,1,17865,17895,17916,17931,17916,17903,17845,17810,12009,207,60,41,1860,-14844,4800,0,0,0,1709863206.456492,2,12637,12701,12832,12967,12900,12427,11909,11884,34720,2059,842,311,-1144,16406,-2190,0,0,0,1709863206.456492,3,,,,,,,,,,,,,,,,,0,0,1709863206.456492,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863206.456492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29648,26724,28944,27992,29076,2865,15800,-1565,-2357,0,-495,1709863206.5537882,0,17033,16915,16927,17023,17080,17171,17239,17193,5509,622,140,17,-5162,-13918,6615,0,0,0,1709863206.569113,1,18160,18117,18087,18198,18195,18184,18091,18045,14005,198,186,136,2117,-15425,5773,0,0,0,1709863206.569113,2,12511,11984,11587,11674,11897,12087,12219,12406,30829,1617,602,174,-3343,16012,-1892,0,0,0,1709863206.569113,3,,,,,,,,,,,,,,,,,0,0,1709863206.569113,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863206.569113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28852,26704,28712,27604,28860,4513,15524,-2959,-2357,0,-498,1709863207,0,18150,18149,18146,18156,18166,18198,18211,18168,14272,116,47,24,-7379,-13998,6223,0,0,0,1709863206.682673,1,18485,18489,18502,18546,18548,18527,18512,18500,17037,122,35,16,1144,-15925,6293,0,0,0,1709863206.682673,2,12718,12723,12743,12735,12741,12726,12697,12683,36229,101,36,19,-2940,16493,352,0,0,0,1709863206.682673,3,,,,,,,,,,,,,,,,,0,0,1709863206.682673,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863206.682673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31456,30620,30616,29692,30964,6653,13883,-7027,-2395,0,-540,1709863206.7890596,0,18660,18623,18579,18585,18572,18590,18609,18666,17812,180,58,8,-7557,-13837,4800,0,0,0,1709863206.804595,1,18615,18635,18661,18672,18659,18646,18640,18629,18085,93,33,6,-878,-14175,5468,0,0,0,1709863206.804595,2,12703,12695,12698,12731,12740,12743,12719,12731,36224,89,35,13,-3368,14068,-229,0,0,0,1709863206.804595,3,,,,,,,,,,,,,,,,,0,0,1709863206.804595,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863206.804595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31576,30624,30560,29968,31052,235,16337,-2773,-2327,0,-460,1709863206.912059,0,18165,18375,18517,18535,18496,18590,18751,18797,17154,644,709,378,-4605,-14953,7211,0,0,0,1709863206.9278464,1,18288,18206,18110,17996,17910,17849,17862,17929,13078,800,260,180,3145,-16265,4977,0,0,0,1709863206.9278464,2,12029,11947,11920,12056,12239,12435,12571,12522,32183,1344,296,195,-3348,17461,-395,0,0,0,1709863206.9278464,3,,,,,,,,,,,,,,,,,0,0,1709863206.9278464,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863206.9278464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28872,26836,28456,27776,29220,5462,14130,-4301,-2312,0,-442,1709863207.0307026,0,18017,18089,18284,18340,18103,17643,17232,16947,11583,2470,750,634,-5620,-12338,7542,0,0,0,1709863207.0446413,1,17383,17135,17083,17223,17232,17358,17435,17384,7161,632,149,210,2433,-15123,4593,0,0,0,1709863207.0446413,2,12325,12375,12437,12359,12239,12222,12184,12129,32734,524,123,141,-2728,16210,-343,0,0,0,1709863207.0446413,3,,,,,,,,,,,,,,,,,0,0,1709863207.0446413,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.0446413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29464,26908,27832,28036,29528,1472,16858,762,-2308,0,-438,1709863207.1358392,0,17895,17964,17934,17815,17712,17635,17582,17594,11059,784,210,112,-8219,-14354,6331,0,0,0,1709863207.1490834,1,17371,17362,17358,17359,17370,17378,17406,17423,7955,110,47,34,1656,-15904,7029,0,0,0,1709863207.1490834,2,12493,12493,12485,12495,12498,12494,12493,12471,34386,24,24,27,-3405,16524,-1032,0,0,0,1709863207.1490834,3,,,,,,,,,,,,,,,,,0,0,1709863207.1490834,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.1490834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31552,30532,30560,29672,30932,2956,15882,-608,-2350,0,-479,1709863207.2360733,0,18021,18019,18009,17990,17986,17971,17936,17889,12749,178,127,79,-4852,-13341,7325,0,0,0,1709863207.250258,1,17804,17779,17752,17755,17765,17778,17793,17796,11150,97,24,15,1971,-15672,3362,0,0,0,1709863207.250258,2,12565,12552,12555,12584,12579,12580,12580,12578,35037,55,31,13,-76,16688,-2932,0,0,0,1709863207.250258,3,,,,,,,,,,,,,,,,,0,0,1709863207.250258,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.250258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31540,30648,30556,30068,30968,2841,15468,-2687,-2337,0,-476,1709863207.347875,0,18354,18441,18473,18381,18328,18322,18358,18410,15995,221,151,93,-3652,-13668,6606,0,0,0,1709863207.3621914,1,18282,18322,18297,18253,18188,18191,18232,18186,14879,247,94,89,1528,-15737,4019,0,0,0,1709863207.3621914,2,12695,12671,12626,12606,12613,12634,12622,12631,35561,126,90,38,-30,16383,-1513,0,0,0,1709863207.3621914,3,,,,,,,,,,,,,,,,,0,0,1709863207.3621914,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.3621914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31304,30444,30364,30016,30948,2413,19398,-5958,-2312,0,-453,1709863207.448868,0,18368,18286,18359,18424,18410,18689,18896,18857,17217,1128,566,83,-3354,-14701,6147,0,0,0,1709863207.4632618,1,18122,18160,18167,18090,18135,18319,18496,18568,14985,807,443,267,600,-15429,6460,0,0,0,1709863207.4632618,2,12842,12696,12427,12298,12136,11978,12084,12341,33265,1490,468,214,-3744,16442,1318,0,0,0,1709863207.4632618,3,,,,,,,,,,,,,,,,,0,0,1709863207.4632618,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.4632618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28776,26904,27464,26920,29400,6132,14491,-3647,-2315,0,-442,1709863207.5445738,0,17582,17951,18127,17885,17813,18133,18654,18957,14030,1468,1579,932,-5011,-13816,6969,0,0,0,1709863207.558986,1,18510,18491,18512,18479,18353,18156,17994,17939,15362,1136,424,318,1764,-15822,4336,0,0,0,1709863207.558986,2,13082,13226,13195,13052,12877,12817,12771,12652,38136,1018,339,247,-2641,16071,-691,0,0,0,1709863207.558986,3,,,,,,,,,,,,,,,,,0,0,1709863207.558986,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.558986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28784,26840,28364,27452,29024,1332,18347,307,-2316,0,-443,1709863207.643058,0,17446,17398,17374,17328,17249,17281,17447,17702,8153,600,372,185,-6477,-14550,7292,0,0,0,1709863207.6587858,1,18309,18294,18343,18407,18377,18330,18314,18304,15606,182,91,35,1793,-16054,6752,0,0,0,1709863207.6587858,2,12399,12405,12416,12451,12481,12482,12450,12451,33999,162,20,34,-3505,16529,-905,0,0,0,1709863207.6587858,3,,,,,,,,,,,,,,,,,0,0,1709863207.6587858,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.6587858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31580,30584,30652,29412,30748,7372,16237,771,-2326,0,-455,1709863207.7503395,0,17428,17422,17442,17466,17471,17491,17493,17500,8641,141,64,28,-5381,-13733,7090,0,0,0,1709863208,1,18081,18119,18103,18149,18193,18195,18179,18133,14080,213,32,57,1434,-15648,4336,0,0,0,1709863208,2,12516,12508,12499,12505,12504,12503,12495,12481,34475,24,36,30,-312,14921,-1566,0,0,0,1709863208,3,,,,,,,,,,,,,,,,,0,0,1709863208,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31516,30676,30600,30148,31036,5574,15107,-3865,-2323,0,-455,1709863207.848789,0,17543,17539,17519,17516,17540,17555,17581,17568,9289,113,19,26,-4354,-13952,5866,0,0,0,1709863207.8634906,1,17935,17936,17900,17880,17888,17913,17914,17883,12177,65,86,40,101,-14809,3895,0,0,0,1709863207.8634906,2,12390,12393,12373,12385,12378,12380,12382,12378,33522,17,16,24,-3368,14632,-342,0,0,0,1709863207.8634906,3,,,,,,,,,,,,,,,,,0,0,1709863207.8634906,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.8634906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31544,30624,30592,30132,31048,3324,16336,1629,-2310,0,-439,1709863207.9501226,0,17782,17789,17845,17957,17931,17765,17626,17556,11179,665,245,143,-4133,-14843,7498,0,0,0,1709863207.9645426,1,17518,17491,17518,17548,17543,17551,17586,17610,9293,156,123,32,4214,-16468,3603,0,0,0,1709863207.9645426,2,12368,12337,12284,12242,12204,12232,12309,12385,32825,343,61,11,-3941,17066,-925,0,0,0,1709863207.9645426,3,,,,,,,,,,,,,,,,,0,0,1709863207.9645426,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863207.9645426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31540,30640,30604,29948,29176,1972,16854,-824,-2368,0,-490,1709863208.056875,0,18152,18141,18155,18169,18191,18209,18229,18278,14452,199,105,85,-5006,-14162,8206,0,0,0,1709863208.0724833,1,17512,17580,17586,17602,17622,17644,17577,17510,9561,222,115,10,2906,-16640,3671,0,0,0,1709863208.0724833,2,12521,12508,12499,12502,12472,12448,12452,12493,34359,128,57,13,-933,16677,-1514,0,0,0,1709863208.0724833,3,,,,,,,,,,,,,,,,,0,0,1709863208.0724833,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.0724833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31540,30636,30648,29968,30604,14909,6610,1797,-2363,0,-481,1709863208.1623516,0,18550,18546,18551,18566,18568,18550,18552,18549,17360,33,24,10,-4571,-14122,6994,0,0,0,1709863208.177068,1,17808,17796,17767,17770,17785,17802,17786,17794,11236,53,52,10,2048,-15889,4155,0,0,0,1709863208.177068,2,12608,12603,12612,12627,12637,12629,12629,12670,35478,67,65,51,-617,16359,-2505,0,0,0,1709863208.177068,3,,,,,,,,,,,,,,,,,0,0,1709863208.177068,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.177068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31528,30588,30608,30152,31024,3453,14843,3,-2335,0,-453,1709863208.2611468,0,18263,18266,18289,18296,18280,18239,18236,18242,15039,116,37,4,-4886,-14178,6710,0,0,0,1709863208.2743702,1,18088,18073,18045,18031,18035,18034,18029,18026,13289,90,70,32,2430,-15863,4254,0,0,0,1709863208.2743702,2,12564,12568,12555,12566,12573,12583,12565,12564,35001,28,27,3,-2556,16021,-1223,0,0,0,1709863208.2743702,3,,,,,,,,,,,,,,,,,0,0,1709863208.2743702,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.2743702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31552,30612,30596,30044,31040,2653,15293,-1309,-2321,0,-443,1709863208.3592553,0,17795,17756,17694,17655,17708,17866,17988,17982,11372,649,179,68,-5017,-13822,6987,0,0,0,1709863208.3728516,1,18247,18266,18239,18212,18225,18258,18270,18237,14882,62,83,19,2365,-15652,4316,0,0,0,1709863208.3728516,2,12511,12533,12557,12592,12600,12604,12590,12601,35052,160,66,50,-2871,16087,-1818,0,0,0,1709863208.3728516,3,,,,,,,,,,,,,,,,,0,0,1709863208.3728516,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.3728516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31572,30628,30692,27308,30952,3867,15695,-2904,-2334,0,-461,1709863208.456722,0,17372,17373,17384,17382,17371,17367,17354,17360,7891,50,5,15,-4779,-14135,6961,0,0,0,1709863208,1,18464,18424,18354,18321,18338,18377,18391,18383,15980,208,112,55,2070,-15984,4227,0,0,0,1709863208,2,12514,12492,12470,12473,12460,12449,12427,12479,34227,112,77,25,-1983,16027,-1157,0,0,0,1709863208,3,,,,,,,,,,,,,,,,,0,0,1709863208,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31516,30532,30668,27240,31000,3986,17192,-1215,-2318,0,-439,1709863208.562309,0,17460,17466,17482,17507,17504,17508,17503,17530,8888,88,66,39,-5625,-14652,6383,0,0,0,1709863208.5758326,1,18437,18437,18443,18438,18454,18444,18439,18442,16462,19,9,18,1928,-15922,4960,0,0,0,1709863208.5758326,2,12604,12618,12604,12621,12601,12588,12586,12583,35269,66,15,31,-2992,15975,-1433,0,0,0,1709863208.5758326,3,,,,,,,,,,,,,,,,,0,0,1709863208.5758326,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.5758326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31524,30544,30584,29968,31036,4590,14945,-1556,-2316,0,-426,1709863208.659904,0,17912,17880,17887,17889,17881,17851,17855,17875,11958,75,60,20,-5534,-14074,7154,0,0,0,1709863208.6754634,1,18187,18135,18117,18134,18140,18149,18176,18211,14177,153,69,5,2177,-15438,4700,0,0,0,1709863208.6754634,2,12500,12509,12495,12500,12480,12471,12473,12475,34366,72,13,25,-1923,16052,-1382,0,0,0,1709863208.6754634,3,,,,,,,,,,,,,,,,,0,0,1709863208.6754634,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.6754634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31532,30636,30612,30016,30976,7488,14644,-5743,-2299,0,-412,1709863208.7688022,0,18154,17981,17932,18019,18152,18276,18376,18374,14192,904,136,43,-4811,-14620,6258,0,0,0,1709863208.7821631,1,17707,17758,17738,17720,17741,17781,17834,17846,11053,205,126,107,2051,-15433,4379,0,0,0,1709863208.7821631,2,12452,12452,12446,12424,12410,12423,12430,12429,33930,73,26,17,-1841,15409,-428,0,0,0,1709863208.7821631,3,,,,,,,,,,,,,,,,,0,0,1709863208.7821631,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.7821631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
