uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 d8,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ds4,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 d8,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ds4,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 d8,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ds4,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31452,30708,26988,30144,30980,39,-198,16845,-149,0,216,1709870375,0,12306,12397,12514,12517,12406,12283,12238,12234,33359,598,81,20,15915,4316,-3083,0,0,0,1709870375,1,17887,17893,18020,18110,18134,18070,17958,17869,12869,553,45,51,14102,-6719,4303,0,0,0,1709870375,2,18055,18077,18192,18358,18399,18328,18124,18034,14495,760,138,64,6205,-4916,-14482,0,0,0,1709870375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31432,30636,27536,30200,30948,39,-198,16845,-149,0,216,1709870375,0,12076,12151,12170,12222,12264,12158,12050,11960,31515,482,174,60,14917,4435,-3708,0,0,0,1709870375,1,17542,17428,17353,17380,17446,17502,17443,17459,8481,221,212,94,14892,-6992,4738,0,0,0,1709870375,2,18410,18393,18377,18362,18438,18529,18608,18583,16628,484,138,90,7253,-4884,-13160,0,0,0,1709870375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31516,30616,30240,30024,31084,39,-198,16845,-149,0,216,1709870375,0,12093,12086,12109,12229,12311,12318,12212,12093,31914,507,116,54,15561,3721,-2872,0,0,0,1709870375,1,18401,18317,18107,17954,17897,17880,17941,18029,13454,963,329,168,14514,-6612,4213,0,0,0,1709870375,2,18320,18374,18495,18312,18300,18287,18257,18229,15502,358,178,119,6406,-4479,-13655,0,0,0,1709870375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31516,30544,30752,25724,30940,39,-198,16845,-149,0,216,1709870375,0,12234,12185,12067,12074,12121,12179,12181,12133,31638,219,189,101,14756,4733,-2265,0,0,0,1709870376,1,18740,18780,18727,18564,18495,18437,18391,18404,17466,786,275,117,15141,-7658,4211,0,0,0,1709870376,2,17932,17975,17944,17829,17759,17710,17655,17663,11395,641,213,104,6854,-5168,-13957,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31536,30552,30648,25440,30964,39,-198,16845,-149,0,216,1709870376,0,12211,12295,12242,12123,12012,12044,12089,12122,31601,500,143,33,15828,4620,-2475,0,0,0,1709870376,1,18068,18091,18053,18044,18092,18127,18265,18332,14000,467,223,202,14954,-6994,4495,0,0,0,1709870376,2,17165,17235,17366,17444,17400,17207,17140,17166,7051,604,178,59,6948,-5140,-14384,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31484,30532,30592,29332,30876,39,-198,16845,-149,0,216,1709870376,0,12202,12261,12219,12258,12276,12372,12492,12527,33071,543,278,185,15696,3590,-2428,0,0,0,1709870376,1,17952,18076,18092,17896,17704,17668,17718,17734,11768,884,191,79,14398,-6692,4068,0,0,0,1709870376,2,17775,17841,17860,17830,17760,17801,17920,18019,11734,242,320,153,7015,-4732,-13747,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30476,30596,28920,28824,39,-198,16845,-149,0,216,1709870376,0,12189,12201,12239,12289,12432,12544,12411,12331,33100,636,128,104,14256,4771,-2336,0,0,0,1709870376,1,17721,17761,17686,17601,17524,17492,17528,17512,9753,523,143,117,13806,-5772,5488,0,0,0,1709870376,2,18612,18560,18485,18419,18437,18524,18608,18691,17264,488,51,61,4982,-5384,-15056,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31488,30540,30576,28788,30024,39,-198,16845,-149,0,216,1709870376,0,11925,11838,11841,11871,11967,12020,12033,11979,29937,408,19,16,16478,4495,-2257,0,0,0,1709870376,1,17743,17813,17779,17641,17584,17644,17721,17718,10571,354,198,16,14658,-6944,4248,0,0,0,1709870376,2,18122,18157,18176,18136,18187,18304,18399,18153,14562,373,316,110,6551,-5074,-14033,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31504,30560,30560,29516,30912,39,-198,16845,-149,0,216,1709870376,0,12667,12456,12155,11682,11457,11467,11528,11697,29573,2327,700,503,14999,4257,-2322,0,0,0,1709870376,1,18823,18901,18929,18780,18514,18547,18682,18756,18860,747,287,78,15094,-7279,4381,0,0,0,1709870376,2,18411,18413,18428,18460,18413,18235,18067,18087,15442,763,344,138,6110,-5021,-14230,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30348,27732,27776,26868,29088,39,-198,16845,-149,0,216,1709870376,0,12582,12586,12496,12276,11620,11626,11745,11841,31236,2190,102,635,14172,3802,-3069,0,0,0,1709870376,1,17835,17886,18276,18314,18301,18193,18018,17751,13502,1166,158,167,14800,-7064,4483,0,0,0,1709870376,2,17698,17262,17332,17441,17224,17234,17427,17486,8032,536,460,430,7108,-5553,-13814,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31316,29936,29424,27508,30496,39,-198,16845,-149,0,216,1709870376,0,11902,11998,11869,12008,12062,12017,11928,11865,30112,276,219,153,14748,4533,-4012,0,0,0,1709870376,1,17256,17267,17277,17349,17398,17443,17380,17237,7535,376,124,84,14384,-6961,4846,0,0,0,1709870376,2,16949,16986,16934,16954,17056,17104,17132,16911,4954,334,233,145,6816,-4879,-13073,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31452,30644,30556,29772,30960,39,-198,16845,-149,0,216,1709870376,0,11882,11920,12011,12017,11984,11938,11904,11848,29968,317,49,30,16070,4067,-2817,0,0,0,1709870376,1,17514,17641,17674,17525,17428,17373,17337,17385,8805,649,124,48,13564,-7271,4340,0,0,0,1709870376,2,17654,17755,17803,17790,17660,17612,17665,17676,10543,320,183,51,6457,-4827,-13674,0,0,0,1709870376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31404,29380,29164,28176,30496,39,-198,16845,-149,0,216,1709870377,0,11591,11480,11565,11666,11769,12095,12388,12621,29639,1934,926,507,13148,4867,-4096,0,0,0,1709870377,1,19089,19361,19588,19793,19541,19229,19235,18711,23475,1652,211,551,16339,-9452,2317,0,0,0,1709870377,2,18960,18965,18964,19119,19354,19377,19262,19287,22216,906,108,248,5332,-6622,-14634,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31060,27172,30392,26936,29012,39,-198,16845,-149,0,216,1709870377,0,12329,12360,12340,12332,12341,12433,12519,12558,33676,402,212,124,15918,3899,-3070,0,0,0,1709870377,1,18121,18186,18207,18235,18322,18427,18438,18457,15321,598,216,210,14131,-6996,4590,0,0,0,1709870377,2,18440,18427,18435,18466,18465,18447,18510,18573,16691,168,169,87,6574,-5147,-13716,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31460,30584,30456,29332,30744,39,-198,16845,-149,0,216,1709870377,0,11621,11761,11824,11904,11846,11887,11972,12104,29383,416,487,289,16347,3401,-3533,0,0,0,1709870377,1,17386,17515,17636,17647,17565,17383,17275,17239,8574,831,41,26,13196,-6994,4282,0,0,0,1709870377,2,16958,16853,16756,16822,16878,16898,16857,16899,3849,213,225,59,7884,-5281,-12828,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31512,30384,30360,29020,30776,39,-198,16845,-149,0,216,1709870377,0,13182,13363,13151,12709,12050,11136,11223,11530,32808,4723,896,619,14721,5697,-3186,0,0,0,1709870377,1,18260,18357,18258,17870,17928,18018,18006,17914,13539,758,595,75,17310,-7844,4351,0,0,0,1709870377,2,19078,18314,18108,17752,17417,17411,17738,17468,12214,2422,822,1310,6491,-5560,-13709,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30788,28888,27800,26896,29028,39,-198,16845,-149,0,216,1709870377,0,12138,12026,11977,12049,12066,12050,12071,12180,31021,251,218,16,15589,2923,-2175,0,0,0,1709870377,1,18115,18084,18118,18158,18175,18088,18028,17997,13691,267,145,60,13966,-6335,4453,0,0,0,1709870377,2,18159,18152,17989,17808,17784,17769,17773,17813,12175,809,350,112,5220,-5570,-14417,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31444,30548,30444,29840,30872,39,-198,16845,-149,0,216,1709870377,0,11726,11769,11854,11811,11838,11867,11936,12108,29373,362,362,320,15574,3576,-3216,0,0,0,1709870377,1,17673,17752,17839,17797,17775,17688,17534,17496,10482,624,165,80,14416,-6647,4512,0,0,0,1709870377,2,18201,18239,18275,18244,18245,18357,18440,18388,15317,351,271,65,7320,-4827,-13777,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31508,30576,30656,28400,30928,39,-198,16845,-149,0,216,1709870377,0,12237,12248,12306,12440,12222,12134,12041,12139,32231,570,226,149,15774,4714,-3781,0,0,0,1709870377,1,17790,17857,17940,18056,18109,18088,17987,17797,12552,666,96,72,14868,-6935,4645,0,0,0,1709870377,2,18577,18633,18625,18607,18698,18756,18799,18759,18382,381,150,142,7609,-4994,-13483,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31444,30548,30700,26996,30956,39,-198,16845,-149,0,216,1709870377,0,12264,12314,12254,12095,12027,12055,12071,12094,31638,557,183,54,14794,3827,-2563,0,0,0,1709870377,1,18260,18143,18051,18060,18086,18143,18152,18194,14017,332,146,79,14079,-7011,4144,0,0,0,1709870377,2,17984,18088,18153,17890,17766,17749,17803,17857,12218,751,224,86,6768,-4998,-13645,0,0,0,1709870377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31436,30576,30512,29752,31020,39,-198,16845,-149,0,216,1709870378,0,12150,12189,12216,12295,12312,12228,12121,12057,32032,428,140,56,15332,4286,-2326,0,0,0,1709870378,1,17894,17892,17929,17965,18003,17997,17992,17924,12524,238,24,18,14271,-6962,4135,0,0,0,1709870378,2,17312,17320,17273,17312,17368,17424,17470,17557,7964,445,139,163,6760,-4714,-13529,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30576,30692,25720,31004,39,-198,16845,-149,0,216,1709870378,0,12336,12396,12348,12220,12142,12158,12159,12177,32400,510,159,56,15616,3974,-2001,0,0,0,1709870378,1,17759,17834,17834,17731,17484,17526,17489,17500,10085,797,151,223,15040,-7393,3795,0,0,0,1709870378,2,17952,18093,18155,18154,17825,17767,17830,17857,12561,779,257,157,6258,-5096,-14478,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31504,30528,30552,29900,30984,39,-198,16845,-149,0,216,1709870378,0,12134,12216,12291,12348,12279,12109,12063,12080,31984,556,118,48,15410,4286,-3167,0,0,0,1709870378,1,17678,17637,17627,17622,17606,17673,17843,18001,10615,598,364,187,13902,-6379,4606,0,0,0,1709870378,2,18447,18409,18391,18442,18503,18397,18287,18330,16134,229,274,21,7481,-4823,-13321,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31460,30552,30600,27304,30936,39,-198,16845,-149,0,216,1709870378,0,12310,12391,12452,12243,12095,12137,12178,12228,32498,602,232,95,15942,4297,-2891,0,0,0,1709870378,1,18090,18104,18144,18082,18112,18162,18281,18360,14263,397,284,204,14589,-7207,4465,0,0,0,1709870378,2,18742,18734,18640,18441,18417,18457,18464,18480,17303,647,275,101,6732,-4695,-13695,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31452,30528,30584,29452,31008,39,-198,16845,-149,0,216,1709870378,0,12144,12012,11976,12038,12072,12047,12062,12149,30964,227,219,25,15350,4492,-2245,0,0,0,1709870378,1,18147,18237,18329,18343,18323,18097,18004,18043,14451,698,146,64,14619,-7090,4311,0,0,0,1709870378,2,18193,17871,17756,17804,17859,17860,17871,17879,12021,426,427,281,6922,-5035,-13991,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30700,27584,30048,31052,39,-198,16845,-149,0,216,1709870378,0,11999,12040,12064,12033,12036,12113,12178,12253,31180,328,246,168,15578,4040,-1567,0,0,0,1709870378,1,17813,17829,17861,17872,17876,17738,17630,17593,11140,530,222,76,15419,-7137,3225,0,0,0,1709870378,2,17392,17438,17420,17396,17523,17674,17679,17650,9100,616,195,168,6744,-5036,-14321,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31496,30524,30380,29956,31004,39,-198,16845,-149,0,216,1709870378,0,12141,12143,12218,12317,12274,12186,12063,12074,31880,447,147,70,14489,4247,-3059,0,0,0,1709870378,1,17815,17528,17508,17530,17522,17548,17556,17583,9518,331,275,269,14168,-6656,4703,0,0,0,1709870378,2,17635,17591,17612,17649,17693,17756,17813,17821,10498,442,156,73,7256,-4643,-13299,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31424,30492,29384,29980,30944,39,-198,16845,-149,0,216,1709870378,0,12224,12211,12268,12388,12435,12403,12275,12170,32838,501,128,82,16681,3197,-1591,0,0,0,1709870378,1,18006,18166,18254,18224,18067,18020,17987,17932,13584,599,170,60,15738,-7010,3408,0,0,0,1709870378,2,18261,18229,18270,18335,18459,18562,18646,18590,16280,831,237,148,7679,-5182,-14140,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31424,30632,27244,30124,31004,39,-198,16845,-149,0,216,1709870378,0,12035,12045,12101,12128,12071,12095,12127,12182,31248,104,209,61,15185,4954,-2495,0,0,0,1709870378,1,18340,18407,18471,18524,18544,18503,18342,18306,16365,477,106,46,14442,-7003,4252,0,0,0,1709870378,2,18654,18612,18474,18371,18339,18388,18441,18476,16683,560,171,96,6779,-4974,-14318,0,0,0,1709870378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31388,30512,30464,30032,31040,39,-198,16845,-149,0,216,1709870379,0,12090,12175,12249,12304,12063,11974,11995,12061,31375,567,234,82,14704,3215,-2220,0,0,0,1709870379,1,18256,18127,18075,18090,18086,17998,18009,18127,13696,315,273,52,14792,-6503,3827,0,0,0,1709870379,2,18327,18121,18152,18108,18110,18133,18183,18245,14307,334,142,148,7057,-4642,-13063,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31500,30748,27340,30180,31016,39,-198,16845,-149,0,216,1709870379,0,12047,12020,12027,12071,12098,12095,12144,12227,31192,280,184,117,15749,3748,-2523,0,0,0,1709870379,1,17478,17586,17679,17750,17734,17672,17665,17610,10102,419,166,99,14836,-7003,3950,0,0,0,1709870379,2,17658,17534,17502,17531,17560,17614,17550,17521,9398,103,191,161,6716,-4548,-14378,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31448,30540,29996,30028,30984,39,-198,16845,-149,0,216,1709870379,0,12131,12173,12227,12295,12274,12159,12128,12145,31995,321,119,49,16532,4945,-2299,0,0,0,1709870379,1,17444,17453,17493,17534,17541,17601,17716,17774,9484,498,338,169,14152,-6446,5696,0,0,0,1709870379,2,17320,17361,17419,17531,17599,17553,17228,17239,8178,674,307,135,7776,-5870,-13561,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31448,30460,30504,30084,31016,39,-198,16845,-149,0,216,1709870379,0,12347,12187,12118,12150,12272,12314,11914,11660,31425,585,906,513,15992,3671,-3258,0,0,0,1709870379,1,18200,17984,17898,17837,17655,17478,17482,17708,11170,1186,482,280,15191,-6833,3838,0,0,0,1709870379,2,18129,17905,17805,17784,17769,17719,17737,17856,11632,562,356,178,6915,-4300,-13911,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31608,27292,30692,30032,31000,39,-198,16845,-149,0,216,1709870379,0,12314,12335,12347,12378,12336,12326,12326,12335,33160,73,56,15,16141,3910,-2306,0,0,0,1709870379,1,18657,18607,18496,18408,18347,18291,18362,18401,16497,640,170,131,14046,-6870,4473,0,0,0,1709870379,2,18236,18201,18270,18392,18465,18459,18353,18390,15694,490,144,107,5974,-4752,-14520,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31496,30044,30580,30020,31004,39,-198,16845,-149,0,216,1709870379,0,12033,12061,12075,12096,12123,12207,12247,12203,31509,370,168,62,15100,4279,-3195,0,0,0,1709870379,1,18316,18344,18345,18444,18507,18553,18320,18229,15986,491,274,110,13961,-6742,4218,0,0,0,1709870379,2,18130,18131,18194,18218,18173,18209,18237,18329,14549,177,243,112,6876,-4604,-13951,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30600,30532,30032,30984,39,-198,16845,-149,0,216,1709870379,0,12083,12040,12040,12264,12395,12490,12371,12165,32312,908,121,112,17250,4264,-3468,0,0,0,1709870379,1,18255,18347,18471,18602,18654,18562,18393,18273,16485,799,56,14,15258,-6909,3783,0,0,0,1709870379,2,18359,18319,18256,18126,18113,18091,18148,18233,14573,520,85,24,7510,-4601,-13365,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31592,27204,30692,30072,31080,39,-198,16845,-149,0,216,1709870379,0,12319,12252,12165,12108,12142,12119,12134,12211,31914,347,170,14,18148,3438,-2743,0,0,0,1709870379,1,17476,17482,17553,17666,17766,17793,17764,17712,10140,665,127,110,12598,-6950,4652,0,0,0,1709870379,2,18009,18044,17930,17795,17716,17681,17696,17746,11545,735,208,91,5826,-5678,-14725,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31536,29124,30556,30040,31016,39,-198,16845,-149,0,216,1709870379,0,12099,12131,12179,12268,12301,12288,12155,12039,31924,480,130,75,15772,3447,-2463,0,0,0,1709870379,1,17589,17709,17761,17718,17626,17526,17537,17520,9914,495,83,52,13815,-6455,4409,0,0,0,1709870379,2,17455,17452,17469,17504,17610,17606,17559,17466,9049,337,95,20,5540,-4639,-14172,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31492,30604,30548,30088,30996,39,-198,16845,-149,0,216,1709870379,0,12398,12204,11520,11720,12000,12370,12601,12715,31992,2141,309,321,16264,3898,-4162,0,0,0,1709870379,1,18237,18356,18293,17936,17676,17540,17494,17591,12051,1850,389,229,14353,-5918,5023,0,0,0,1709870379,2,17414,17513,17717,18030,18355,18560,18584,18384,13485,2344,631,467,7333,-4278,-13210,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31628,26932,30736,30060,31072,39,-198,16845,-149,0,216,1709870379,0,12412,12337,12343,12344,12327,12356,12464,12620,33667,424,279,130,18727,3289,-2493,0,0,0,1709870380,1,18469,18636,18659,18588,18521,18495,18391,18415,17102,495,141,54,14362,-6594,5123,0,0,0,1709870380,2,18437,18343,18287,18337,18332,18384,18438,18492,15978,343,111,27,4913,-5939,-14383,0,0,0,1709870380,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
